locus_id,gene_id,nsnps,PP0,PP1,PP2,PP3,PP4
locus_02,ENSG00000137221,2593,4.15704433348704e-173,0.756965901620815,1.18410051048685e-173,0.215588178698534,0.027445919680665
locus_02,ENSG00000124688,2593,4.02560456047804e-173,0.73303172668717,1.31560920889641e-173,0.23953491698251,0.0274333563303479
locus_02,ENSG00000137207,2593,2.1065716557057e-173,0.38359054769871,3.29806206153221e-173,0.600535942090704,0.0158735102106013
locus_02,ENSG00000146232,2593,2.33443982435511e-173,0.425083594174763,3.07295523784635e-173,0.55954621868474,0.0153701871404956
locus_02,ENSG00000137216,2593,2.16074608074047e-173,0.393455295149415,3.24919193253865e-173,0.591638033120279,0.0149066717303331
locus_02,ENSG00000146221,2578,2.00792790222298e-173,0.365573725027364,3.40518812419637e-173,0.619951663417212,0.0144746115554284
locus_02,ENSG00000112759,2593,1.23751168478177e-173,0.225341389960918,4.19528381360779e-173,0.763918277441182,0.0107403325979235
locus_02,ENSG00000172426,2593,7.68619465807665e-174,0.139959711820144,4.69533080393382e-173,0.854978679309409,0.0050616088704751
locus_02,ENSG00000137225,2593,1.47834392240471e-174,0.0269195094003252,5.33830723070232e-173,0.97206380192919,0.00101668867045859
locus_02,ENSG00000171462,2593,3.23577260999234e-175,0.00589209384040461,5.45757763417356e-173,0.993782719472921,0.000325186686690348
locus_02,ENSG00000287562,2593,6.33213849949839e-176,0.00115303387309319,5.48515889697798e-173,0.99880533952787,4.1626599017957e-05
locus_02,ENSG00000262179,2593,1.2722708831281e-176,0.000231670773485624,5.49035572687764e-173,0.999751667373966,1.66618525702202e-05
locus_02,ENSG00000180992,2593,7.51669610857755e-178,1.36873273186054e-05,5.49164148548162e-173,0.999985810317474,5.02355219912031e-07
locus_03,ENSG00000179195,2952,1.47814177147264e-100,0.0601554524154031,5.53452027490196e-101,0.0216054170887079,0.918239130495877
locus_03,ENSG00000270130,2952,3.95822177737452e-100,0.161086457587382,2.22229738719976e-100,0.0896908875623059,0.749222654850313
locus_03,ENSG00000270048,2952,9.05871103746336e-100,0.368659401470071,4.54575403038334e-100,0.184550275279201,0.446790323250738
locus_03,ENSG00000270061,2952,1.00630452507037e-99,0.409532462592991,3.89539129183279e-100,0.158097095416865,0.432370441990132
locus_03,ENSG00000269997,2952,1.45957728149179e-99,0.593999394360583,4.69560661701971e-100,0.190880447170073,0.215120158469336
locus_03,ENSG00000111358,2952,1.57005926273351e-99,0.638961885060814,4.47496160476412e-100,0.181936948234939,0.17910116670425
locus_03,ENSG00000111361,2952,1.66928875404358e-99,0.679344986722033,4.69557105790556e-100,0.190964429607229,0.129690583670752
locus_03,ENSG00000139697,2489,1.76470713009367e-99,0.719234047275106,3.77664233454625e-100,0.153796007134574,0.126969945590333
locus_03,ENSG00000269938,2952,1.76104977026855e-99,0.716688667495028,4.27836216304074e-100,0.174005800665477,0.109305531839502
locus_03,ENSG00000214650,2952,1.72573012334291e-99,0.702314746258451,4.68635378605436e-100,0.190611934572662,0.107073319168887
locus_03,ENSG00000196917,661,1.59574689038878e-13,0.854195345888867,1.14134166761897e-14,0.0610106558140251,0.0847939982969367
locus_03,ENSG00000139364,1024,1.22127272956003e-07,0.808675905095401,1.63329984983842e-08,0.108067052391406,0.0832569040529214
locus_03,ENSG00000274427,2930,1.78770961951652e-99,0.727579616079977,4.7914633014725e-100,0.19493018841672,0.0774901955032963
locus_03,ENSG00000139726,719,1.63840921793808e-13,0.878416576900737,8.50044331804568e-15,0.0454981842404932,0.0760852388585978
locus_03,ENSG00000274191,334,1.76209619953299e-13,0.902688855459481,4.95720401401174e-15,0.025322838712546,0.0719883058277916
locus_03,ENSG00000184992,1575,2.03558248538185e-99,0.825131686486274,2.56817633155764e-100,0.1040312409749,0.0708370725388356
locus_03,ENSG00000270095,2952,1.32611056950925e-99,0.539682882936196,9.68110706077142e-100,0.393922454284003,0.0663946627797907
locus_03,ENSG00000182782,566,1.70591638639044e-13,0.895741181670466,7.55178494452106e-15,0.0395881800165747,0.0646706383127804
locus_03,ENSG00000255398,603,1.71186714091074e-13,0.898465232715602,7.4662773385334e-15,0.039123986610632,0.0624107806735886
locus_03,ENSG00000086598,2952,1.03143620791997e-99,0.419760221397696,1.27883526614735e-99,0.520383551059595,0.0598562275427068
locus_03,ENSG00000184209,2773,1.83086147776663e-99,0.745656411588616,4.80040426369174e-100,0.195447550567028,0.0588960378443492
locus_03,ENSG00000111328,2204,1.81843405502194e-99,0.74194801692185,5.00998468990301e-100,0.204361101902583,0.0536908811755532
locus_03,ENSG00000130921,2051,1.94124897330923e-99,0.791964703972442,3.79862940268479e-100,0.154918267464683,0.0531170285628722
locus_03,ENSG00000139722,1146,2.49949971706786e-24,0.844441520836288,3.0605708761248e-25,0.103347405562239,0.0522110736014758
locus_03,ENSG00000182196,1353,9.32774713685667e-95,0.841486233101535,1.19528213679951e-95,0.107779532606315,0.0507342342921435
locus_03,ENSG00000196498,2823,1.46578768358569e-99,0.597302529366494,8.73919560521058e-100,0.356072047019545,0.0466254236139588
locus_03,ENSG00000090975,1766,1.9954024835175e-99,0.813776803821208,3.46733232308327e-100,0.141361929542334,0.0448612666364581
locus_03,ENSG00000130787,935,3.64224991072735e-24,0.885413499154304,2.88777241412253e-25,0.070155932960682,0.0444305678850122
locus_03,ENSG00000178882,2952,1.76052913839468e-99,0.716476787643451,5.87941550838816e-100,0.239228355893983,0.0442948564625723
locus_03,ENSG00000119242,2952,1.93852470065989e-105,7.88915059686398e-07,2.36133093578066e-99,0.960944075751051,0.0390551353338918
locus_03,ENSG00000081760,1429,1.81419678754641e-62,0.861426640931984,2.09739520039874e-63,0.0995506201591928,0.0390227389088348
locus_03,ENSG00000150991,1739,2.06448976749517e-99,0.838784792486695,3.07845873913556e-100,0.125039007767745,0.036176199745571
locus_03,ENSG00000130783,772,2.60302554573326e-18,0.911710026745774,1.52824619100841e-19,0.0534920442474848,0.0347979290067399
locus_03,ENSG00000188026,2952,1.90049225746709e-99,0.77343712062209,4.71711853973158e-100,0.191936404539279,0.034626474838627
locus_03,ENSG00000073060,1866,2.07372152420609e-99,0.843003052173278,3.02297201603135e-100,0.122854809266058,0.0341421385606549
locus_03,ENSG00000150967,1358,9.61739823807441e-95,0.870047780753829,1.0645718845502e-95,0.0962739074486596,0.0336783117975137
locus_03,ENSG00000247373,2952,1.84384682086086e-99,0.750384312480954,5.31448629034485e-100,0.216248543916011,0.0333671436030383
locus_03,ENSG00000111325,1345,9.38485362551753e-95,0.846488723171287,1.3373991503277e-95,0.12059691582122,0.0329143610074948
locus_03,ENSG00000256092,2483,1.81468466776724e-99,0.739593474596254,5.61646306224025e-100,0.228873218296627,0.0315333071071214
locus_03,ENSG00000150990,1581,2.06154059052499e-99,0.835829620834356,3.29209245220584e-100,0.133443646691245,0.0307267324744043
locus_03,ENSG00000269980,2166,2.0360808413652e-99,0.83056356783898,3.40211968288115e-100,0.138749493328193,0.0306869388328388
locus_03,ENSG00000051825,2095,2.01884439642145e-99,0.823476221548307,3.58549512024005e-100,0.146220193939155,0.0303035845125457
locus_03,ENSG00000278112,2946,1.60855311358505e-99,0.654623637673755,7.74937308052355e-100,0.315341758395623,0.0300346039306363
locus_03,ENSG00000183955,2563,1.94760244058307e-99,0.793297962870238,4.3595963754002e-100,0.177546043722713,0.0291559934070475
locus_03,ENSG00000150977,2704,1.66778795124287e-99,0.679013277274019,7.21056938142326e-100,0.293539390288802,0.0274473324371771
locus_03,ENSG00000250091,2952,4.33281419508134e-105,1.76331122742933e-06,2.45713864757605e-99,0.999973657546402,2.4579142366631e-05
locus_03,ENSG00000185344,2952,3.83816599531379e-103,0.000156200586675451,2.45680529391805e-99,0.999838012490301,5.78692301964077e-06
locus_03,ENSG00000111364,2952,2.56081326837925e-109,1.04216580360386e-10,2.45720331567873e-99,0.999999999891884,3.90659898727706e-12
locus_03,ENSG00000168778,2952,1.27200817265124e-141,5.17665007367272e-43,2.45720331594433e-99,1,3.67849434190295e-44
